ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
17246,Firenewt Warrior,1/2,Humanoid (Firenewt),Medium,Neutral Evil,"Desert, Hill, Mountain, Underdark",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17246-firenewt-warrior
2160303,First-Year Student,1/2,Humanoid (Wizard),Medium or Small,Any Alignment,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160303-first-year-student
416945,Fist of Bane,1/2,Humanoid (Human),Medium,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/416945-fist-of-bane
273355,Five-armed Troll,8,Giant,Large,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273355-five-armed-troll
359358,Flabbergast,4,Humanoid (Human),Medium,Lawful Neutral,,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/359358-flabbergast
2560813,Flail Snail,3,Elemental,Large,Unaligned,"Forest, Swamp, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560813-flail-snail
17249,Flail Snail,3,Elemental,Large,Unaligned,"Forest, Swamp, Underdark",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17249-flail-snail
5194995,Flameskull,4,Undead,Tiny,Neutral Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5194995-flameskull
17091,Flameskull,4,Undead,Tiny,Neutral Evil,Underdark,Basic Rules (2014),https://www.dndbeyond.com/monsters/17091-flameskull
17438,Flamewrath,6,Humanoid (Human),Medium,Chaotic Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17438-flamewrath
5194996,Flaming Skeleton,3,Undead,Medium,Lawful Evil,"Planar (Shadowfell), Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5194996-flaming-skeleton
2821165,Flapjack the Flumph,1/8,Aberration,Small,Lawful Good,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821165-flapjack-the-flumph
909482,Fleecemane Lion,3,Monstrosity,Large,Unaligned,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909482-fleecemane-lion
3731015,Flesh Colossus,20,Construct,Gargantuan,Unaligned,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731015-flesh-colossus
5194997,Flesh Golem,5,Construct,Medium,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5194997-flesh-golem
16863,Flesh Golem,5,Construct,Medium,Neutral,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16863-flesh-golem
3805744,Flesh Meld,7,Aberration,Huge,Typically Chaotic Evil,,Phandelver And Below: The Shattered Obelisk,https://www.dndbeyond.com/monsters/3805744-flesh-meld
2560814,Flind,9,Fiend (Gnoll),Medium,Typically Chaotic Evil,"Coastal, Forest, Grassland, Hill",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560814-flind
17258,Flind,9,Humanoid (Gnoll),Medium,Chaotic Evil,"Arctic, Forest, Grassland, Hill",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17258-flind
909483,Flitterstep Eidolon,3,Undead,Medium,Any Alignment,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909483-flitterstep-eidolon
280395,Floon Blagmaar,0,Humanoid (Human),Medium,Chaotic Good,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280395-floon-blagmaar
5194998,Flumph,1/8,Aberration,Small,Lawful Good,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5194998-flumph
17145,Flumph,1/8,Aberration,Small,Lawful Good,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17145-flumph
176745,Flux Blastseeker,5,Humanoid (Any Race),Medium,Chaotic Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/176745-flux-blastseeker
175709,Fluxcharger,7,Elemental,Large,Chaotic Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175709-fluxcharger
417110,Flying Dagger,1/8,Construct,Tiny,Unaligned,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417110-flying-dagger
175371,Flying Horror,3,Aberration,Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175371-flying-horror
33025,Flying Monkey,0,Beast,Small,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33025-flying-monkey
1979780,Flying Rocking Horse,1/8,Construct,Medium,Unaligned,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979780-flying-rocking-horse
5194999,Flying Snake,1/8,Monstrosity,Tiny,Unaligned,"Desert, Forest, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5194999-flying-snake
16864,Flying Snake,1/8,Beast,Tiny,Unaligned,"Desert, Forest, Grassland, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16864-flying-snake
16865,Flying Sword,1/4,Construct,Small,Unaligned,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16865-flying-sword
588647,Fog Giant,11,Giant,Huge,Neutral Evil,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588647-fog-giant
5195000,Fomorian,8,Giant,Huge,Chaotic Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195000-fomorian
17146,Fomorian,8,Giant,Huge,Chaotic Evil,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17146-fomorian
3731016,Fomorian Deep Crawler,10,Giant,Huge,Any Alignment,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731016-fomorian-deep-crawler
3731017,Fomorian Noble,15,Giant (Wizard),Huge,Typically Chaotic Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731017-fomorian-noble
3731018,Fomorian Warlock of the Dark,12,Giant,Huge,Any Alignment,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731018-fomorian-warlock-of-the-dark
3086084,Forest Master,8,Celestial (Unicorn),Large,Neutral Good,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086084-forest-master
3086106,Foresworn,6,Undead,Medium,Typically Lawful Good,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086106-foresworn
3342710,Forge Fitzwilliam,8,Humanoid,Medium,Neutral Evil,,Thieves’ Gallery,https://www.dndbeyond.com/monsters/3342710-forge-fitzwilliam
588617,Forlarren,3,Fey,Medium,Chaotic Neutral,,Mordenkainen'S Fiendish Folio Volume 1,https://www.dndbeyond.com/monsters/588617-forlarren
294945,Four-Armed Gargoyle,2,Elemental,Medium,Chaotic Evil,"Underdark, Urban",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/294945-four-armed-gargoyle
27623,Four-Armed Troll,6,Giant,Large,Chaotic Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/27623-four-armed-troll
1123082,Fox,0,Beast,Tiny,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123082-fox
2160304,Fractal Mascot,1/4,Construct,Small,Typically Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160304-fractal-mascot
2506153,Fractine,9,Construct,Large,Typically Neutral,,Monstrous Compendium Vol. 1: Spelljammer Creatures,https://www.dndbeyond.com/monsters/2506153-fractine
3276648,Fragment of Krokulmar,0,Aberration,Tiny,Chaotic Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276648-fragment-of-krokulmar
3883537,Fraternity of Order Law Bender,9,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883537-fraternity-of-order-law-bender
2560815,Fraz-Urb’luu,23,Fiend (Demon),Large,Chaotic Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560815-fraz-urbluu
17412,Fraz-Urb’luu,23,Fiend (Demon),Large,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17412-fraz-urbluu
4775816,Frog,0,Beast,Tiny,Unaligned,"Forest, Swamp",Monster Manual,https://www.dndbeyond.com/monsters/4775816-frog
16866,Frog,0,Beast,Tiny,Unaligned,,Basic Rules (2014),https://www.dndbeyond.com/monsters/16866-frog
2560816,Froghemoth,10,Monstrosity,Huge,Unaligned,"Swamp, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560816-froghemoth
17250,Froghemoth,10,Monstrosity,Huge,Unaligned,"Swamp, Underdark",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17250-froghemoth
4635148,Froghemoth Elder,15,Monstrosity,Huge,Unaligned,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635148-froghemoth-elder
175827,Frontline Medic,1/4,Humanoid (Any Race),Medium,Lawful Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175827-frontline-medic
1123083,Frost Druid,5,Humanoid (Human),Medium,Any Alignment,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123083-frost-druid
5195001,Frost Giant,8,Giant,Huge,Neutral Evil,"Arctic, Mountain",Monster Manual,https://www.dndbeyond.com/monsters/5195001-frost-giant
16867,Frost Giant,8,Giant,Huge,Neutral Evil,"Arctic, Mountain",Basic Rules (2014),https://www.dndbeyond.com/monsters/16867-frost-giant
324275,Frost Giant (variant),8,Giant,Huge,Neutral Evil,"Arctic, Mountain",Storm King'S Thunder,https://www.dndbeyond.com/monsters/324275-frost-giant-variant
2560817,Frost Giant Everlasting One,12,Giant,Huge,Typically Chaotic Evil,Coastal,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560817-frost-giant-everlasting-one
17253,Frost Giant Everlasting One,12,Giant (Frost Giant),Huge,Chaotic Evil,"Arctic, Coastal",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17253-frost-giant-everlasting-one
3731019,Frost Giant Ice Shaper,17,Giant (Cleric),Huge,Any Alignment,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731019-frost-giant-ice-shaper
3731020,Frost Giant of Evil Water,11,Giant,Huge,Typically Neutral Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731020-frost-giant-of-evil-water
1123084,Frost Giant Skeleton,6,Undead,Huge,Lawful Evil,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123084-frost-giant-skeleton
2560818,Frost Salamander,9,Elemental,Huge,Unaligned,Arctic,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560818-frost-salamander
95451,Frost Salamander,9,Elemental,Huge,Unaligned,Arctic,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/95451-frost-salamander
3731021,Frostmourn,10,Undead,Huge,Typically Neutral Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731021-frostmourn
17472,Frulam Mondath,2,Humanoid (Human),Medium,Lawful Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/17472-frulam-mondath
2953449,Fume Drake,1/4,Elemental,Small,Typically Neutral,,Dragons Of Stormwreck Isle,https://www.dndbeyond.com/monsters/2953449-fume-drake
1528963,Fungal Servant,15,Undead,Medium,Lawful Evil,,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528963-fungal-servant
3731022,Fury of Kostchtchie,14,Fiend (Demon),Huge,Typically Chaotic Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731022-fury-of-kostchtchie
2506154,Gadabout,1/8,Plant,Medium,Unaligned,,Monstrous Compendium Vol. 1: Spelljammer Creatures,https://www.dndbeyond.com/monsters/2506154-gadabout
2821166,Gaj,4,Aberration,Large,Typically Neutral Evil,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821166-gaj
2160305,Galazeth Prismari,23,Dragon (Sorcerer),Gargantuan,Chaotic Neutral,,Strixhaven: A Curriculum Of Chaos,https://www.dndbeyond.com/monsters/2160305-galazeth-prismari
5195002,Galeb Duhr,6,Elemental,Medium,Neutral,"Hill, Mountain",Monster Manual,https://www.dndbeyond.com/monsters/5195002-galeb-duhr
17148,Galeb Duhr,6,Elemental,Medium,Neutral,"Hill, Mountain",Monster Manual (2014),https://www.dndbeyond.com/monsters/17148-galeb-duhr
1680923,Gallows Speaker,6,Undead,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680923-gallows-speaker
1123085,Galvan Magen,3,Construct,Medium,Unaligned,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123085-galvan-magen
176754,Galvanic Blastseeker,5,Humanoid (Any Race),Medium,Chaotic Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/176754-galvanic-blastseeker
175704,Galvanice Weird,1,Elemental,Medium,Chaotic Neutral,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175704-galvanice-weird
17451,Gar Shatterkeel,9,Humanoid (Human),Medium,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17451-gar-shatterkeel
488599,Gar Shatterkeel (Noncore),15,Humanoid,Medium,Neutral Evil,,Locathah Rising,https://www.dndbeyond.com/monsters/488599-gar-shatterkeel-noncore
3731023,Gargantua,21,Aberration,Gargantuan,Typically Chaotic Neutral,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731023-gargantua
5195003,Gargoyle,2,Elemental,Medium,Chaotic Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195003-gargoyle
16868,Gargoyle,2,Elemental,Medium,Chaotic Evil,"Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16868-gargoyle
552227,Garra,1,Giant,Large,Chaotic Evil,"Arctic, Desert, Forest, Hill, Mountain, Underdark, Urban",Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/552227-garra
194155,Garret Levistusson,2,Humanoid,Medium,Chaotic Neutral,,Lost Laboratory Of Kwalish,https://www.dndbeyond.com/monsters/194155-garret-levistusson
17147,Gas Spore,1/2,Plant,Large,Unaligned,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17147-gas-spore
5195004,Gas Spore Fungus,1/2,Plant,Large,Unaligned,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195004-gas-spore-fungus
278639,Gash the Gnoll,1/2,Humanoid (Gnoll),Medium,Chaotic Evil,"Desert, Forest, Grassland, Hill",Out Of The Abyss,https://www.dndbeyond.com/monsters/278639-gash-the-gnoll
2560819,Gauth,6,Aberration (Beholder),Medium,Typically Lawful Evil,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560819-gauth
17220,Gauth,6,Aberration,Medium,Lawful Evil,Underdark,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17220-gauth
2560821,Gazer,1/2,Aberration (Beholder),Tiny,Typically Neutral Evil,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560821-gazer
17221,Gazer,1/2,Aberration,Tiny,Neutral Evil,Underdark,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17221-gazer
2560820,Gazer (Familiar Variant),1/2,Aberration (Beholder),Tiny,Typically Neutral Evil,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560820-gazer-familiar-variant
17222,Gazer Familiar,1/2,Aberration,Tiny,Neutral Evil,Underdark,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17222-gazer-familiar
5195005,Gelatinous Cube,2,Ooze,Large,Unaligned,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195005-gelatinous-cube
16869,Gelatinous Cube,2,Ooze,Large,Unaligned,Underdark,Basic Rules (2014),https://www.dndbeyond.com/monsters/16869-gelatinous-cube
266150,Gelatinous Cube (Giant Ooze variant),2,Ooze,Gargantuan,Unaligned,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/266150-gelatinous-cube-giant-ooze-variant
2059740,Gem Stalker,5,Monstrosity,Large,Typically Neutral,Underdark,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059740-gem-stalker
36899,Geonid,1/4,Elemental,Small,Neutral,,The Tortle Package,https://www.dndbeyond.com/monsters/36899-geonid
2560823,Geryon,22,Fiend (Devil),Huge,Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560823-geryon
96076,Geryon,22,Fiend (Devil),Huge,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/96076-geryon
302941,Geryon (Summoner Variant),22,Fiend (Devil),Huge,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/302941-geryon-summoner-variant
2560822,Geryon (Variant),22,Fiend (Devil),Huge,Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560822-geryon-variant
17453,Ghald,7,Humanoid (Sahuagin),Large,Lawful Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17453-ghald
5195007,Ghast,2,Undead,Medium,Chaotic Evil,"Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195007-ghast
16870,Ghast,2,Undead,Medium,Chaotic Evil,"Swamp, Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16870-ghast
5195006,Ghast Gravecaller,6,Undead,Medium,Chaotic Evil,"Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195006-ghast-gravecaller
27618,Ghelryn Foehammer,,Humanoid (Dwarf),Medium,Lawful Good,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/27618-ghelryn-foehammer
5195008,Ghost,4,Undead,Medium,Neutral,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195008-ghost
16871,Ghost,4,Undead,Medium,Any Alignment,"Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16871-ghost
2059741,Ghost Dragon,17,Undead,Huge,Any Alignment,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059741-ghost-dragon
909484,Ghostblade Eidolon,5,Undead,Medium,Any Alignment,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909484-ghostblade-eidolon
5195009,Ghoul,1,Undead,Medium,Chaotic Evil,"Swamp, Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195009-ghoul
16872,Ghoul,1,Undead,Medium,Chaotic Evil,"Swamp, Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16872-ghoul
5195010,Giant Ape,7,Beast,Huge,Unaligned,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5195010-giant-ape
16873,Giant Ape,7,Beast,Huge,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16873-giant-ape
5195011,Giant Axe Beak,5,Monstrosity,Huge,Unaligned,"Arctic, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195011-giant-axe-beak
4775817,Giant Badger,1/4,Beast,Medium,Unaligned,Forest,Monster Manual,https://www.dndbeyond.com/monsters/4775817-giant-badger
16874,Giant Badger,1/4,Beast,Medium,Unaligned,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/16874-giant-badger
5195012,Giant Bat,1/4,Beast,Large,Unaligned,"Forest, Mountain, Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195012-giant-bat
16875,Giant Bat,1/4,Beast,Large,Unaligned,"Forest, Underdark",Basic Rules (2014),https://www.dndbeyond.com/monsters/16875-giant-bat
5195013,Giant Boar,2,Beast,Large,Unaligned,"Forest, Grassland, Hill",Monster Manual,https://www.dndbeyond.com/monsters/5195013-giant-boar
16876,Giant Boar,2,Beast,Large,Unaligned,"Forest, Grassland, Hill",Basic Rules (2014),https://www.dndbeyond.com/monsters/16876-giant-boar
2059742,Giant Canary,1/2,Beast,Large,Unaligned,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059742-giant-canary
5195014,Giant Centipede,1/4,Beast,Small,Unaligned,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195014-giant-centipede
16877,Giant Centipede,1/4,Beast,Small,Unaligned,"Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/16877-giant-centipede
