ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
27063,Heward's Handy Spice Pouch,hewards-handy-spice-pouch,heward's handy spice pouch,Common,Wondrous Item,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27063-hewards-handy-spice-pouch,xdmg
27064,Horn of Silent Alarm,horn-of-silent-alarm,horn of silent alarm,Common,Wondrous Item,,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27064-horn-of-silent-alarm,xdmg
27065,Instrument of Illusions,instrument-of-illusions,instrument of illusions,Common,Wondrous Item,Required,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27065-instrument-of-illusions,xdmg
27066,Instrument of Scribing,instrument-of-scribing,instrument of scribing,Common,Wondrous Item,Required,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27066-instrument-of-scribing,xdmg
27068,Lock of Trickery,lock-of-trickery,lock of trickery,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27068-lock-of-trickery,xdmg
27076,Mystery Key,mystery-key,mystery key,Common,Wondrous Item,,"Utility, Exploration",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27076-mystery-key,xdmg
27077,Orb of Direction,orb-of-direction,orb of direction,Common,Wondrous Item,,Exploration,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27077-orb-of-direction,xdmg
27078,Orb of Time,orb-of-time,orb of time,Common,Wondrous Item,,Exploration,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27078-orb-of-time,xdmg
27079,Perfume of Bewitching,perfume-of-bewitching,perfume of bewitching,Common,Wondrous Item,,"Buff, Social",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27079-perfume-of-bewitching,xdmg
27082,Pipe of Smoke Monsters,pipe-of-smoke-monsters,pipe of smoke monsters,Common,Wondrous Item,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27082-pipe-of-smoke-monsters,xdmg
27108,Pole of Angling,pole-of-angling,pole of angling,Common,Wondrous Item,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27108-pole-of-angling,xdmg
27112,Pole of Collapsing,pole-of-collapsing,pole of collapsing,Common,Wondrous Item,,"Utility, Exploration",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27112-pole-of-collapsing,xdmg
27113,Pot of Awakening,pot-of-awakening,pot of awakening,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27113-pot-of-awakening,xdmg
27114,Rope of Mending,rope-of-mending,rope of mending,Common,Wondrous Item,,"Utility, Exploration",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27114-rope-of-mending,xdmg
27115,Ruby of the War Mage,ruby-of-the-war-mage,ruby of the war mage,Common,Wondrous Item,Required,spellcaster,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27115-ruby-of-the-war-mage,xdmg
27116,Shield of Expression,shield-of-expression,shield of expression,Common,Armor,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27116-shield-of-expression,xdmg
27136,Staff of Adornment,staff-of-adornment,staff of adornment,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27136-staff-of-adornment,xdmg
27137,Staff of Birdcalls,staff-of-birdcalls,staff of birdcalls,Common,Staff,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27137-staff-of-birdcalls,xdmg
27139,Staff of Flowers,staff-of-flowers,staff of flowers,Common,Staff,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27139-staff-of-flowers,xdmg
27140,Talking Doll,talking-doll,talking doll,Common,Wondrous Item,Required,Social,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27140-talking-doll,xdmg
27142,Tankard of Sobriety,tankard-of-sobriety,tankard of sobriety,Common,Wondrous Item,,Social,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27142-tankard-of-sobriety,xdmg
27145,Veteran's Cane,veterans-cane,veteran's cane,Common,Wondrous Item,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27145-veterans-cane,xdmg
27146,Wand of Conducting,wand-of-conducting,wand of conducting,Common,Wand,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27146-wand-of-conducting,xdmg
27147,Wand of Pyrotechnics,wand-of-pyrotechnics,wand of pyrotechnics,Common,Wand,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27147-wand-of-pyrotechnics,xdmg
27148,Wand of Scowls,wand-of-scowls,wand of scowls,Common,Wand,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27148-wand-of-scowls,xge
27149,Wand of Smiles,wand-of-smiles,wand of smiles,Common,Wand,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27149-wand-of-smiles,xge
34712,Wand of the War Mage,wand-of-the-war-mage,wand of the war mage,Varies,Wand,Required,"Bonus: Spell Attacks, Spellcaster, Buff, Combat",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/34712-wand-of-the-war-mage,xdmg
36571,Armor of Gleaming,armor-of-gleaming,armor of gleaming,Common,Armor,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36571-armor-of-gleaming,xdmg
36589,Cast-Off Armor,cast-off-armor,cast-off armor,Common,Armor,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36589-cast-off-armor,xdmg
36822,Moon-Touched Sword,moon-touched-sword,moon-touched sword,Common,Weapon,,"Utility, Heavy, Two-Handed, Graze",Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36822-moon-touched-sword,xdmg
36837,Smoldering Armor,smoldering-armor,smoldering armor,Common,Armor,,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36837-smoldering-armor,xdmg
36838,Unbreakable Arrow,unbreakable-arrow,unbreakable arrow,Common,Weapon,,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36838-unbreakable-arrow,xge
36839,Walloping Ammunition,walloping-ammunition,walloping ammunition,Common,Weapon,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/36839-walloping-ammunition,xdmg
81901,Master's Amulet,masters-amulet,master's amulet,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/81901-masters-amulet,
140321,Greater Silver Sword,greater-silver-sword,greater silver sword,Legendary,Weapon,Required,"Bonus: Magic, Advantage: Intelligence Saving Throws, Advantage: Wisdom Saving Throws, Advantage: Charisma Saving Throws, Immunity: Charmed, Resistance: Psychic, creature that has psionic ability, Damage, Buff, Heavy, Two-Handed, Graze",Mordenkainen’s Tome of Foes,https://www.dndbeyond.com/magic-items/140321-greater-silver-sword,mtf
143374,Infernal Tack,infernal-tack,infernal tack,Legendary,Wondrous Item,Required,"creature of evil alignment, Summoning",Mordenkainen’s Tome of Foes,https://www.dndbeyond.com/magic-items/143374-infernal-tack,mtf
215546,Band of Loyalty,band-of-loyalty,band of loyalty,Common,Ring,Required,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215546-band-of-loyalty,
215548,Cleansing Stone,cleansing-stone,cleansing stone,Common,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215548-cleansing-stone,erlw
215549,Everbright Lantern,everbright-lantern,everbright lantern,Common,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215549-everbright-lantern,erlw
215554,Feather Token,feather-token,feather token,Common,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215554-feather-token-feather-fall,erlw
215556,Glamerweave,glamerweave,glamerweave,Varies,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215556-glamerweave,erlw
215557,Shiftweave,shiftweave,shiftweave,Common,Wondrous Item,,,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/215557-shiftweave,erlw
215558,Spellshard,spellshard,spellshard,Common,Wondrous Item,,,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/215558-spellshard,erlw
215652,Docent,docent,docent,Rare,Wondrous Item,Required,"Warforged, Communication, Detection, Utility, Sentient",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215652-docent,erlw
215692,Armblade,armblade,armblade,Common,Weapon,Required,"Warforged, Damage, Combat, Light, Slow",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215692-armblade,erlw
215700,Wand Sheath,wand-sheath,wand sheath,Common,Wondrous Item,Required,"Warforged, Utility",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215700-wand-sheath,erlw
215714,Bag of Bounty,bag-of-bounty,bag of bounty,Uncommon,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215714-bag-of-bounty,
215715,Inquisitive's Goggles,inquisitives-goggles,inquisitive's goggles,Uncommon,Wondrous Item,Required,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215715-inquisitives-goggles,
215717,Keycharm,keycharm,keycharm,Common,Wondrous Item,Required,creature with the Mark of Warding,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/215717-keycharm,erlw
215718,Rings of Shared Suffering,rings-of-shared-suffering,rings of shared suffering,Uncommon,Ring,Required,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215718-rings-of-shared-suffering,
215719,Scribe's Pen,scribes-pen,scribe's pen,Common,Wondrous Item,Required,creature with the Mark of Scribing,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215719-scribes-pen,erlw
215721,Wheel of Wind and Water,wheel-of-wind-and-water,wheel of wind and water,Uncommon,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215721-wheel-of-wind-and-water,erlw
215726,Imbued Wood Focus,imbued-wood-focus,imbued wood focus,Common,Wondrous Item,Required,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215726-imbued-wood-focus,erlw
215743,Orb of Shielding,orb-of-shielding,orb of shielding,Common,Wondrous Item,Required,"Warding, Focus",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215743-orb-of-shielding,erlw
218255,Revenant Double-Bladed Scimitar,revenant-double-bladed-scimitar,revenant double-bladed scimitar,Unknown Rarity,Weapon,,"Weapon Property: Finesse, Bonus: Armor Class, Damage, Combat, Special, Two-Handed",Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/218255-revenant-double-bladed-scimitar,
221458,Speaking Stone,speaking-stone,speaking stone,Very Rare,Wondrous Item,,Communication,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/221458-speaking-stone,erlw
253562,Azuredge,azuredge,azuredge,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Versatile, Topple",Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253562-azuredge,wdh
253567,Badge of the Watch,badge-of-the-watch,badge of the watch,Rare,Wondrous Item,Required,"Bonus: Armor Class, someone designated by the Open Lord of Waterdeep",Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253567-badge-of-the-watch,wdh
253576,Blackstaff,blackstaff,blackstaff,Legendary,Staff,Required,"Damage: Force, Bonus: Saving Throws, Bonus: Armor Class, Bonus: Spell Attacks, Bonus: Magic, Blackstaff heir, who must be a wizard",Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253576-blackstaff,wdh
253604,Bracer of Flying Daggers,bracer-of-flying-daggers,bracer of flying daggers,Rare,Wondrous Item,Required,Wristwear,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253604-bracer-of-flying-daggers,wdh
253611,Dragonstaff of Ahghairon,dragonstaff-of-ahghairon,dragonstaff of ahghairon,Legendary,Staff,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253611-dragonstaff-of-ahghairon,wdh
253617,Feather of Diatryma Summoning,feather-of-diatryma-summoning,feather of diatryma summoning,Rare,Wondrous Item,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253617-feather-of-diatryma-summoning,wdh
254335,Knave's Eye Patch,knaves-eye-patch,knave's eye patch,Rare,Wondrous Item,Required,Advantage: Perception,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254335-knaves-eye-patch,wdh
254336,Lord's Ensemble,lords-ensemble,lord's ensemble,Very Rare,Wondrous Item,Required,creature with a humanoid build,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254336-lords-ensemble,wdh
254337,Paper Bird,paper-bird,paper bird,Uncommon,Wondrous Item,,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254337-paper-bird,wdh
254338,Ring of Truth Telling,ring-of-truth-telling,ring of truth telling,Uncommon,Ring,Required,Advantage: Insight,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254338-ring-of-truth-telling,wdh
254340,Smokepowder,smokepowder,smokepowder,Uncommon,Wondrous Item,,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254340-smokepowder,wdh
254348,Stone of Golorr,stone-of-golorr,stone of golorr,Artifact,Wondrous Item,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254348-stone-of-golorr,wdh
315169,Illusionist's Bracers,illusionists-bracers,illusionist's bracers,Very Rare,Wondrous Item,Required,"Utility, Combat, Cantrip, spellcaster, Wristwear",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/315169-illusionists-bracers,ggr
315180,Mizzium Apparatus,mizzium-apparatus,mizzium apparatus,Uncommon,Wondrous Item,Required,"sorcerer, warlock, or wizard",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/315180-mizzium-apparatus,ggr
316637,Mizzium Armor,mizzium-armor,mizzium armor,Rare,Armor,,Immunity: Critical Hits,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316637-mizzium-armor,ggr
316755,Mizzium Mortar,mizzium-mortar,mizzium mortar,Rare,Wondrous Item,,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316755-mizzium-mortar,ggr
316756,Moodmark Paint,moodmark-paint,moodmark paint,Common,Wondrous Item,,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316756-moodmark-paint,ggr
316763,Pariah's Shield,pariahs-shield,pariah's shield,Rare,Armor,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316763-pariahs-shield,ggr
316764,Peregrine Mask,peregrine-mask,peregrine mask,Very Rare,Wondrous Item,Required,"Set: Innate Speed (Flying), Advantage: Initiative",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316764-peregrine-mask,ggr
316767,Pyroconverger,pyroconverger,pyroconverger,Uncommon,Wondrous Item,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316767-pyroconverger,ggr
316770,Rakdos Riteknife,rakdos-riteknife,rakdos riteknife,Legendary,Weapon,Required,"Bonus: Magic, Damage: Necrotic, Finesse, Light, Thrown, Nick",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316770-rakdos-riteknife,ggr
316774,Skyblinder Staff,skyblinder-staff,skyblinder staff,Uncommon,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316774-skyblinder-staff,ggr
316783,Spies' Murmur,spies-murmur,spies' murmur,Uncommon,Wondrous Item,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316783-spies-murmur,ggr
316786,Sunforger,sunforger,sunforger,Rare,Weapon,Required,"Bonus: Magic, Versatile, Push",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316786-sunforger,ggr
316788,Sword of the Paruns,sword-of-the-paruns,sword of the paruns,Very Rare,Weapon,Required,"Bonus: Magic, Versatile, Sap",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316788-sword-of-the-paruns,ggr
316792,Voyager Staff,voyager-staff,voyager staff,Very Rare,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, spellcaster",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316792-voyager-staff,ggr
318841,Guild Keyrune,guild-keyrune,guild keyrune,Varies,Wondrous Item,Required,member of the relevant guild,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/318841-guild-keyrune,ggr
318846,Guild Signet,guild-signet,guild signet,Uncommon,Ring,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/318846-guild-signet,ggr
333395,Blast Scepter,blast-scepter,blast scepter,Very Rare,Rod,Required,"Resistance: Fire, Resistance: Lightning, Damage, Combat",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333395-blast-scepter,wdmm
333399,Horned Ring,horned-ring,horned ring,Very Rare,Ring,Required,"Warding, Jewelry",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333399-horned-ring,wdmm
333407,Black Crystal Tablet,black-crystal-tablet,black crystal tablet,Legendary,Wondrous Item,Required,"creature that has proficiency in the Arcana skill, Teleportation, Control",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333407-black-crystal-tablet,wdmm
333415,Horn of the Endless Maze,horn-of-the-endless-maze,horn of the endless maze,Rare,Wondrous Item,,Summoning,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333415-horn-of-the-endless-maze,wdmm
333423,Dodecahedron of Doom,dodecahedron-of-doom,dodecahedron of doom,Rare,Wondrous Item,,Utility,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333423-dodecahedron-of-doom,wdmm
333428,Orb of Gonging,orb-of-gonging,orb of gonging,Common,Wondrous Item,,Utility,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333428-orb-of-gonging,wdmm
333435,Professor Orb,professor-orb,professor orb,Rare,Wondrous Item,,"Utility, Sentient",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/333435-professor-orb,wdmm
336928,Dagger of Blindsight,dagger-of-blindsight,dagger of blindsight,Rare,Weapon,Required,"Sense: Blindsight, Finesse, Light, Thrown, Nick",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/336928-dagger-of-blindsight,wdmm
