ID,NAME,NAME_LOWER,LEVEL,CASTING_TIME,RANGE,AREA,AREA_SHAPE,COMPONENTS,MATERIAL_COMPONENTS,DURATION,SCHOOL,ATTACK_SAVE,DAMAGE_EFFECT,CLASSES,SOURCE,URL,SOURCE_SHORT,SLUG
2619179,Thunderclap,thunderclap,Cantrip,1 Action,Self,5 ft.,emanation,S,,Instantaneous,Evocation,CON Save,Thunder,[],,https://www.dndbeyond.com/spells/2619179-thunderclap,xphb,thunderclap
2619182,Thunderous Smite,thunderous smite,1st,1 Bonus Action *,Self,,,V,,Instantaneous,Evocation,STR Save,Thunder,[],,https://www.dndbeyond.com/spells/2619182-thunderous-smite,xphb,thunderous-smite
2619184,Thunderwave,thunderwave,1st,1 Action,Self,15 ft.,cube,"V, S",,Instantaneous,Evocation,CON Save,Thunder,"[""TEMPEST DOMAIN (PHB)"", ""THE FATHOMLESS (TCOE)"", ""THE GENIE (TCOE)"", ""BARD"", ""DRUID"", ""SORCERER"", ""WIZARD"", ""CIRCLE OF THE SEA"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619184-thunderwave,xphb,thunderwave
2619219,Vitriolic Sphere,vitriolic sphere,4th,1 Action,150 ft.,20 ft.,sphere,"V, S, M",a drop bile,Instantaneous,Evocation,DEX Save,Acid (...),"[""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619219-vitriolic-sphere,xphb,vitriolic-sphere
2619107,Wall of Fire,wall of fire,4th,1 Action,120 ft.,,,"V, S, M",a piece of charcoal,1 Minute,Evocation,DEX Save,Fire,"[""FORGE DOMAIN (XGTE)"", ""DRUID"", ""SORCERER"", ""WIZARD"", ""LIGHT DOMAIN"", ""CELESTIAL PATRON"", ""FIEND PATRON"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619107-wall-of-fire,xphb,wall-of-fire
2619194,Wall of Force,wall of force,5th,1 Action,120 ft.,,,"V, S, M",a shard of glass,10 Minutes,Evocation,,Control (...),"[""OATH OF REDEMPTION (XGTE)"", ""WIZARD"", ""CLOCKWORK SORCERY"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619194-wall-of-force,xphb,wall-of-force
2619195,Wall of Ice,wall of ice,6th,1 Action,120 ft.,,,"V, S, M",a piece of quartz,10 Minutes,Evocation,DEX Save,Cold (...),"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619195-wall-of-ice,xphb,wall-of-ice
2619200,Wall of Stone,wall of stone,5th,1 Action,120 ft.,,,"V, S, M",a cube of granite,10 Minutes,Evocation,,Control,"[""ARTIFICER"", ""THE GENIE (TCOE)"", ""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619200-wall-of-stone,xphb,wall-of-stone
2619212,Wind Wall,wind wall,3rd,1 Action,120 ft.,,,"V, S, M",a fan and a feather,1 Minute,Evocation,STR Save,Bludgeoning,"[""NATURE DOMAIN (PHB)"", ""THE GENIE (TCOE)"", ""DRUID"", ""RANGER"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619212-wind-wall,xphb,wind-wall
2619215,Witch Bolt,witch bolt,1st,1 Action,60 ft.,,,"V, S, M",,1 Minute,Evocation,Ranged,Lightning (...),[],,https://www.dndbeyond.com/spells/2619215-witch-bolt,xphb,witch-bolt
2619217,Word of Radiance,word of radiance,Cantrip,1 Action,Self,5 ft.,emanation,"V, M",,Instantaneous,Evocation,CON Save,Radiant,[],,https://www.dndbeyond.com/spells/2619217-word-of-radiance,xphb,word-of-radiance
188092,Distort Value,distort value,1st,1 Minute,Touch,1 ft.,cube,V,,8 Hours,Illusion,,,[],,https://www.dndbeyond.com/spells/188092-distort-value,ai,distort-value
1183865,Nathair's Mischief,nathair's mischief,2nd,1 Action,60 ft.,20 ft.,cube,"S, M",,1 Minute,Illusion,,Charmed (...),[],,https://www.dndbeyond.com/spells/1183865-nathairs-mischief,ftd,nathairs-mischief
14876,Illusory Dragon,illusory dragon,8th,1 Action,120 ft.,,,S,,1 Minute,Illusion,WIS Save,Acid (...),[],,https://www.dndbeyond.com/spells/14876-illusory-dragon,xge,illusory-dragon
14883,Mental Prison,mental prison,6th,1 Action,60 ft.,,,S,,1 Minute,Illusion,INT Save,Psychic (...),[],,https://www.dndbeyond.com/spells/14883-mental-prison,xge,mental-prison
14595,Shadow Blade,shadow blade,2nd,1 Bonus Action,Self,,,"V, S",,1 Minute,Illusion,,Psychic,[],,https://www.dndbeyond.com/spells/14595-shadow-blade,xge,shadow-blade
2618945,Blur,blur,2nd,1 Action,Self,,,V,,1 Minute,Illusion,,Warding,"[""THE HEXBLADE (XGTE)"", ""ARTIFICER"", ""THE GENIE (TCOE)"", ""SORCERER"", ""WIZARD"", ""ILLRIGGER"", ""CIRCLE OF THE HIVE (HGTMH1)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618945-blur,xphb,blur
2618978,Color Spray,color spray,1st,1 Action,Self,15 ft.,cone,"V, S, M",a pinch of colorful sand,Instantaneous,Illusion,CON Save,Blinded,"[""BARD"", ""SORCERER"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618978-color-spray,xphb,color-spray
2619077,Creation,creation,5th,1 Minute,30 ft.,5 ft.,cube,"V, S, M",a paintbrush,Special,Illusion,,Creation,"[""FORGE DOMAIN (XGTE)"", ""ARTIFICER"", ""THE GENIE (TCOE)"", ""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619077-creation,xphb,creation
2619058,Dancing Lights,dancing lights,Cantrip,1 Action,120 ft.,,,"V, S, M",a bit of phosphorus,1 Minute,Illusion,,Utility,"[""ARTIFICER"", ""BARD"", ""SORCERER"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619058-dancing-lights,xphb,dancing-lights
2619102,Disguise Self,disguise self,1st,1 Action,Self,,,"V, S",,1 Hour,Illusion,,Shapechanging,"[""ARTIFICER"", ""BARD"", ""SORCERER"", ""WIZARD"", ""TRICKERY DOMAIN"", ""GLOOM STALKER"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619102-disguise-self,xphb,disguise-self
2619156,Dream,dream,5th,1 Minute,10 ft.,,,"V, S, M",a handful of sand,Special,Illusion,WIS Save,Communication (...),"[""BARD"", ""WARLOCK"", ""WIZARD"", ""GRIM HARBINGER"", ""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619156-dream,xphb,dream
2618872,Fear,fear,3rd,1 Action,Self,30 ft.,cone,"V, S, M",a white feather,1 Minute,Illusion,WIS Save,Frightened,"[""OATH OF CONQUEST (XGTE)"", ""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""GLOOM STALKER"", ""DRACONIC SORCERY"", ""ILLRIGGER"", ""GRIM HARBINGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618872-fear,xphb,fear
2618958,Greater Invisibility,greater invisibility,4th,1 Action,Touch,,,"V, S",,1 Minute,Illusion,,Invisible,"[""TWILIGHT DOMAIN (TCOE)"", ""THE GENIE (TCOE)"", ""THE UNDEAD (VRGTR)"", ""BARD"", ""SORCERER"", ""WIZARD"", ""GLOOM STALKER"", ""ARCHFEY PATRON"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618958-greater-invisibility,xphb,greater-invisibility
2619139,Hallucinatory Terrain,hallucinatory terrain,4th,10 Minutes,300 ft.,150 ft.,cube,"V, S, M",a mushroom,24 Hours,Illusion,,Control,"[""BARD"", ""DRUID"", ""WARLOCK"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619139-hallucinatory-terrain,xphb,hallucinatory-terrain
2619168,Hypnotic Pattern,hypnotic pattern,3rd,1 Action,120 ft.,30 ft.,cube,"S, M",a pinch of confetti,1 Minute,Illusion,WIS Save,Charmed (...),"[""OATH OF REDEMPTION (XGTE)"", ""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""TRICKERY DOMAIN"", ""CIRCLE OF THE HIVE (HGTMH1)"", ""OATH OF REVELRY"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619168-hypnotic-pattern,xphb,hypnotic-pattern
2619173,Illusory Script,illusory script,1st,1 Minute,Touch,,,"S, M","ink worth 10+ GP, which the spell consumes",10 Days,Illusion,,Communication,"[""BARD"", ""WARLOCK"", ""WIZARD"", ""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619173-illusory-script,xphb,illusory-script
2619116,Invisibility,invisibility,2nd,1 Action,Touch,,,"V, S, M",an eyelash in gum arabic,1 Hour,Illusion,,Invisible,"[""ARTIFICER"", ""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""TRICKERY DOMAIN"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619116-invisibility,xphb,invisibility
2619023,Magic Mouth,magic mouth,2nd,1 Minute,30 ft.,,,"V, S, M","jade dust worth 10+ GP, which the spell consumes",Until Dispelled,Illusion,,Communication,"[""ARTIFICER"", ""BARD"", ""WIZARD"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619023-magic-mouth,xphb,magic-mouth
2619025,Major Image,major image,3rd,1 Action,120 ft.,20 ft. *,cube,"V, S, M",a bit of fleece,10 Minutes,Illusion,,Control,"[""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619025-major-image,xphb,major-image
2619039,Minor Illusion,minor illusion,Cantrip,1 Action,30 ft.,5 ft. *,cube,"S, M",a bit of fleece,1 Minute,Illusion,,Control,"[""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619039-minor-illusion,xphb,minor-illusion
2619040,Mirage Arcane,mirage arcane,7th,10 Minutes,Sight,1 mile,square,"V, S",,10 Days,Illusion,,Control,"[""BARD"", ""DRUID"", ""WIZARD"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619040-mirage-arcane,xphb,mirage-arcane
2619060,Mirror Image,mirror image,2nd,1 Action,Self,,,"V, S",,1 Minute,Illusion,,Deception (...),"[""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619060-mirror-image,xphb,mirror-image
2619131,Mislead,mislead,5th,1 Action,Self,,,S,,1 Hour,Illusion,,Invisible,"[""TWILIGHT DOMAIN (TCOE)"", ""BARD"", ""WARLOCK"", ""WIZARD"", ""FEY WANDERER"", ""THE MANY"", ""THE MANY"", ""THE PREDATOR (HWT)"", ""CIRCLE OF THE HIVE (HGTMH1)"", ""BARD (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619131-mislead,xphb,mislead
2619124,Nystul's Magic Aura,nystul's magic aura,2nd,1 Action,Touch,,,"V, S, M",a small square of silk,24 Hours,Illusion,,Deception,"[""ARCANA DOMAIN (SCAG)"", ""WIZARD"", ""ARCHITECT OF RUIN"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619124-nystuls-magic-aura,xphb,nystuls-magic-aura
2618854,Phantasmal Force,phantasmal force,2nd,1 Action,60 ft.,10 ft. *,cube,"V, S, M",a bit of fleece,1 Minute,Illusion,INT Save,Psychic,"[""THE GENIE (TCOE)"", ""THE UNDEAD (VRGTR)"", ""BARD"", ""SORCERER"", ""WIZARD"", ""ARCHFEY PATRON"", ""GREAT OLD ONE PATRON"", ""GREAT FOOL PATRON"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618854-phantasmal-force,xphb,phantasmal-force
2618857,Phantasmal Killer,phantasmal killer,4th,1 Action,120 ft.,,,"V, S",,1 Minute,Illusion,WIS Save,Psychic,"[""THE HEXBLADE (XGTE)"", ""THE GENIE (TCOE)"", ""BARD"", ""WIZARD"", ""ILLRIGGER"", ""HORNED KING PATRON"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618857-phantasmal-killer,xphb,phantasmal-killer
2618859,Phantom Steed,phantom steed,3rd,1 Minute,30 ft.,,,"V, S",,1 Hour,Illusion,,Movement,"[""THE UNDEAD (VRGTR)"", ""WIZARD"", ""ILLRIGGER"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618859-phantom-steed,xphb,phantom-steed
2618902,Programmed Illusion,programmed illusion,6th,1 Action,120 ft.,30 ft. *,cube,"V, S, M",jade dust worth 25+ GP,Until Dispelled,Illusion,,Control,"[""BARD"", ""WIZARD"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618902-programmed-illusion,xphb,programmed-illusion
2618903,Project Image,project image,7th,1 Action,500 miles,,,"V, S, M",a statuette of yourself worth 5+ GP,1 Day,Illusion,,Control,"[""BARD"", ""WIZARD"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618903-project-image,xphb,project-image
2619014,Seeming,seeming,5th,1 Action,30 ft.,,,"V, S",,8 Hours,Illusion,CHA Save,Control,"[""THE GENIE (TCOE)"", ""BARD"", ""SORCERER"", ""WIZARD"", ""GLOOM STALKER"", ""ARCHFEY PATRON"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619014-seeming,xphb,seeming
2619061,Silence,silence,2nd,1 Action,120 ft.,20 ft.,sphere,"V, S",,10 Minutes,Illusion,,Control,"[""THE UNDYING (SCAG)"", ""THE FATHOMLESS (TCOE)"", ""BARD"", ""CLERIC"", ""RANGER"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""RANGER (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619061-silence,xphb,silence
2619062,Silent Image,silent image,1st,1 Action,60 ft.,15 ft. *,cube,"V, S, M",a bit of fleece,10 Minutes,Illusion,,Control,"[""BARD"", ""SORCERER"", ""WIZARD"", ""ILLRIGGER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619062-silent-image,xphb,silent-image
2618995,Simulacrum,simulacrum,7th,12 Hours,Touch,,,"V, S, M","powdered ruby worth 1,500+ GP, which the spell consumes",Until Dispelled,Illusion,,Deception (...),"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618995-simulacrum,xphb,simulacrum
2619210,Weird,weird,9th,1 Action,120 ft.,30 ft.,sphere,"V, S",,1 Minute,Illusion,WIS Save,Psychic (...),"[""WARLOCK"", ""WIZARD"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619210-weird,xphb,weird
1989,Acid Splash,acid splash,Cantrip,1 Action,60 ft.,,,"V, S",,Instantaneous,Legacy,DEX Save,Acid,"[""ARTIFICER"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1989-acid-splash,xphb,acid-splash
1990,Aid,aid,2nd,1 Action,30 ft.,,,"V, S, M",a tiny strip of white cloth,8 Hours,Legacy,,Buff,"[""ARTIFICER"", ""PEACE DOMAIN"", ""COMMUNITY DOMAIN"", ""CRIMSON DYNASTY (2014)"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1990-aid,xphb,aid
1991,Alarm,alarm,1st,1 Minute,30 ft.,,,"V, S, M",a tiny bell and a piece of fine silver wire,8 Hours,Legacy,,Detection,"[""ARTIFICER"", ""OATH OF THE WATCHERS"", ""RANGER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1991-alarm,xphb,alarm
1992,Alter Self,alter self,2nd,1 Action,Self,,,"V, S",,1 Hour,Legacy,,Shapechanging,"[""ARTIFICER"", ""THE PREDATOR"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1992-alter-self,xphb,alter-self
1993,Animal Friendship,animal friendship,1st,1 Action,30 ft.,,,"V, S, M",a morsel of food,24 Hours,Legacy,WIS Save,Charmed,"[""THE HORNED KING (2014)"", ""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""NATURE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1993-animal-friendship,xphb,animal-friendship
1994,Animal Messenger,animal messenger,2nd,1 Action,30 ft.,,,"V, S, M",a morsel of food,24 Hours,Legacy,,Communication (...),"[""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1994-animal-messenger,xphb,animal-messenger
1995,Animal Shapes,animal shapes,8th,1 Action,30 ft.,,,"V, S",,24 Hours,Legacy,,Shapechanging,"[""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1995-animal-shapes,xphb,animal-shapes
1996,Animate Dead,animate dead,3rd,1 Minute,10 ft.,,,"V, S, M","a drop of blood, a piece of flesh, and a pinch of bone dust",Instantaneous,Legacy,,Creation,"[""DEATH DOMAIN"", ""OATHBREAKER"", ""CIRCLE OF SPORES"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1996-animate-dead,xphb,animate-dead
1997,Animate Objects,animate objects,5th,1 Action,120 ft.,,,"V, S",,1 Minute,Legacy,,Creation (...),"[""FORGE DOMAIN"", ""ARTIFICER"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1997-animate-objects,xphb,animate-objects
1998,Antilife Shell,antilife shell,5th,1 Action,Self,10 ft.,sphere,"V, S",,1 Hour,Legacy,,Control (...),"[""DEATH DOMAIN"", ""GRAVE DOMAIN"", ""THE UNDEAD"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1998-antilife-shell,xphb,antilife-shell
1999,Antimagic Field,antimagic field,8th,1 Action,Self,10 ft.,sphere,"V, S, M",a pinch of powdered iron or iron filings,1 Hour,Legacy,,Control (...),"[""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1999-antimagic-field,xphb,antimagic-field
2000,Antipathy/Sympathy,antipathy/sympathy,8th,1 Hour,60 ft.,200 ft.,cube,"V, S, M",either a lump of alum soaked in vinegar for the antipathy effect or a drop of honey for the sympathy effect,10 Days,Legacy,WIS Save,Frightened,"[""DRUID (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2000-antipathy-sympathy,xphb,antipathy-sympathy
2001,Arcane Eye,arcane eye,4th,1 Action,30 ft.,,,"V, S, M",a bit of bat fur,1 Hour,Legacy,,Detection,"[""ARCANA DOMAIN"", ""ARTIFICER"", ""THE MANY"", ""CIRCLE OF THE HIVE"", ""WIZARD (LEGACY)"", ""KNOWLEDGE DOMAIN (LEGACY)"", ""INQUISITION DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2001-arcane-eye,xphb,arcane-eye
2358,Arcane Gate,arcane gate,6th,1 Action,500 ft.,,,"V, S",,10 Minutes,Legacy,,Teleportation,[],,https://www.dndbeyond.com/spells/2358-arcane-gate,xphb,arcane-gate
2003,Arcane Lock,arcane lock,2nd,1 Action,Touch,,,"V, S, M","gold dust worth at least 25 gp, which the spell consumes",Until Dispelled,Legacy,,Utility (...),"[""ARTIFICER"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2003-arcane-lock,xphb,arcane-lock
2310,Armor of Agathys,armor of agathys,1st,1 Action,Self,,,"V, S, M",,1 Hour,Legacy,,Cold,[],,https://www.dndbeyond.com/spells/2310-armor-of-agathys,xphb,armor-of-agathys
2311,Arms of Hadar,arms of hadar,1st,1 Action,Self,10 ft.,sphere,"V, S",,Instantaneous,Legacy,STR Save,Necrotic,[],,https://www.dndbeyond.com/spells/2311-arms-of-hadar,xphb,arms-of-hadar
2006,Astral Projection,astral projection,9th,1 Hour,10 ft.,,,"V, S, M","for each creature you affect with this spell, you must provide one jacinth worth at least 1,000 gp and one ornately carved bar of silver worth at least 100 gp, all of which the spell consumes",Special,Legacy,,Teleportation,"[""CLERIC (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2006-astral-projection,xphb,astral-projection
2007,Augury,augury,2nd,1 Minute,Self,,,"V, S, M","specially marked sticks, bones, or similar tokens worth at least 25 gp",Instantaneous,Legacy,,Foreknowledge,"[""OATH OF THE OPEN SEA"", ""ILLRIGGER"", ""CLERIC (LEGACY)"", ""KNOWLEDGE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2007-augury,xphb,augury
2342,Aura of Life,aura of life,4th,1 Action,Self,30 ft.,sphere,V,,10 Minutes,Legacy,,Healing (...),[],,https://www.dndbeyond.com/spells/2342-aura-of-life,xphb,aura-of-life
2343,Aura of Purity,aura of purity,4th,1 Action,Self,30 ft.,sphere,V,,10 Minutes,Legacy,,Buff (...),[],,https://www.dndbeyond.com/spells/2343-aura-of-purity,xphb,aura-of-purity
2333,Aura of Vitality,aura of vitality,3rd,1 Action,Self,30 ft.,sphere,V,,1 Minute,Legacy,,Healing,[],,https://www.dndbeyond.com/spells/2333-aura-of-vitality,xphb,aura-of-vitality
2008,Awaken,awaken,5th,8 Hours,Touch,,,"V, S, M","an agate worth at least 1,000 gp, which the spell consumes",Instantaneous,Legacy,,Charmed,"[""CIRCLE OF THE OLD WAYS (2014)"", ""BARD (LEGACY)"", ""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2008-awaken,xphb,awaken
2009,Bane,bane,1st,1 Action,30 ft.,,,"V, S, M",a drop of blood,1 Minute,Legacy,CHA Save,Debuff,"[""GRAVE DOMAIN"", ""THE UNDEAD"", ""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""ILLRIGGER"", ""OATH OF THE SPELLDRINKER"", ""CIRCLE OF WICKER (2014)"", ""GRIM HARBINGER (2014)"", ""THE HORNED KING (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2009-bane,xphb,bane
2351,Banishing Smite,banishing smite,5th,1 Bonus Action,Self,,,V,,1 Minute,Legacy,,Force,[],,https://www.dndbeyond.com/spells/2351-banishing-smite,xphb,banishing-smite
2010,Banishment,banishment,4th,1 Action,60 ft.,,,"V, S, M",an item distasteful to the target,1 Minute,Legacy,CHA Save,Banishment (...),"[""OATH OF THE CROWN"", ""OATH OF THE WATCHERS"", ""COMMUNITY DOMAIN"", ""ILLRIGGER"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)"", ""OATH OF VENGEANCE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2010-banishment,xphb,banishment
2011,Barkskin,barkskin,2nd,1 Action,Touch,,,"V, S, M",a handful of oak bark,1 Hour,Legacy,,Buff (...),"[""CIRCLE OF THE OLD WAYS (2014)"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""NATURE DOMAIN (LEGACY)"", ""CIRCLE OF THE LAND (FOREST) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2011-barkskin,xphb,barkskin
2012,Beacon of Hope,beacon of hope,3rd,1 Action,30 ft.,,,"V, S",,1 Minute,Legacy,,Buff,"[""PEACE DOMAIN"", ""COMMUNITY DOMAIN"", ""KEEPER DOMAIN"", ""OATH OF THE HARVEST"", ""CLERIC (LEGACY)"", ""LIFE DOMAIN (LEGACY)"", ""OATH OF DEVOTION (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2012-beacon-of-hope,xphb,beacon-of-hope
